sentence	sentence_id	locale	reason
Tarxi toza va ulusqa beandoza	043f8f970894c385c6ca3916d70932ab13ce6893b4f92cf5dff85e76eeb9e4ba	uz	grammar-or-spelling
Xullas ko‘rishni tavsiya qilaman.	fe01c979b5e51bde4cb8812fd4bbdc5bbb87553cf10312af780851598b1450f1	uz	grammar-or-spelling
"ishonchim komil uzoq kutishimizga to'gri kelmaydi."	f7d908b75ad7dfdf9d506da2c5dabd6acc9c7c12079c1aa4160c10b669fb0be6	uz	grammar-or-spelling
Uning qaysisini o’qigandirsiz o’zi?	0515f8d8d2886887bd8ab1ba1270725ff95ac0df832ecbfcc63631a52f5b17c2	uz	grammar-or-spelling
Shunda yo‘lda yurish ham ibodatga aylanadi.	09f37fa782d7e10b272ee6511d7edd70cddf67f01a5ec9d2601f6867403014ea	uz	"shunda so`zidan so`ng vergul(,) qo`yilsa, intonatsiya to`g`ri olinadi va matn chiroyli o`qiladi.
"
Hatto ularning har biri o‘zining kumush yoki mis tangasini zarb etgan.	06e3eebb7b6c6295140276207dec292590a2b9cc03323949e98132700a2d4f10	uz	"ushbu matnda ma'no yo`q, iltimos uni qayta ko`rib chiqing!"
Toshlarni esa chuqurga tashlab yuborganman.	ea7b5bdab15a8c98dddbfd12a4206eadee781346089c6dccd18f69be55188977	uz	"ushbu matnda ma'no yo`q, iltimos uni qayta ko`rib chiqing!"
"Yolg'onning natijasi va zarari o'z davridayoq bilina boshlaydi."	0abf27fb9cda21da56eac77dc35c9d66f6665733f536865741c403c1f16d2eb0	uz	"ushbu matnda ma'no yo`q, iltimos uni qayta ko`rib chiqing!"
Unga yetib boorish kerak.	0e7baa1c1a2b8a2a1255ebb5d43d0803d5a63483ab112ed6724f71df5cacf5b1	uz	grammar-or-spelling
- do‘sting yoki boshqa kishi muhimligi haqidagi qaror o‘zing qabul qilishing kerak.	106a55aac280039a1bd24b6c3ff381142f2350ff6da83f032639461f7fa37c83	uz	grammar-or-spelling
Shu tariqa ikkita umidim bor.	00d50ae23f0d0617d281904e24bd0bca4d2861e82d0c401786a6460793bfead2	uz	grammar-or-spelling
Qizig‘i, odamlar dunyo proletarlarini birlashtirish uchun bozorga bormaydi.	01023274bc5b36448f1c686e272b781bec03ce8283befd5180e4cc1d987f403d	uz	grammar-or-spelling
Podsho har choy ichayotganda piyolani aylantirib tomosha qilar ekan	0148cae623f401edb28e2d6575cfe0cd05f4afdc13b4fb7b005a862ad1cebcea	uz	Zor
"Evropaning uchta kutubxonasidagi qo'lyozmalar fors va arab so'zlari bilan boyitilgan"	003c54f481102818b6c74a42ae89d25ac9e83f3cf78abe5c3620df0e27757407	uz	grammar-or-spelling
Noqobil bolam esa ne azoblarda qurdirgan nonvoyxonaniyam buzib yog`och-sheferlarini sotib ebdi	01de7634016b869697d060e3856df0e7b5efb44101b083e6cf834a5e3ec635b1	uz	grammar-or-spelling
Shavkat Mirziyoyev talabalarga har oybeshgigabayt internet trafik berilishini ma’lum qildi	01d84199fef527334e7792fe5a01951024efbba5c5656aaad936641f3d010ca9	uz	grammar-or-spelling
Yangi O‘zbekistonni bog‘u bo‘stonga aylantiraylik!ng	0064f0a2ae296cf164abc068c6eed77e58d10f82afd1d00c86334274a27317ba	uz	grammar-or-spelling
O‘zbekiston va Koreya davlatlari sud-huquq tizimi sohasida tajriba almashish tarafdoring	00115858f1db1c5b3b68a5ed13dd542583f2e637d89fc56a4575bb2879673ae8	uz	grammar-or-spelling
Yulinga kuz tikib umedim boglab	011667f099841386795a43546f1a1fb0b6fb610b9ec8bd030cad7c10737b8ba9	uz	grammar-or-spelling
Kuzni yumgum men hotirjam haqni aytsang	00c8a30afcce69ee956d4e94325ba9a0340a51acd5701e26267d9d6690ece62a	uz	grammar-or-spelling
Ammo televideniyechilar	03e25ae140815e70ae8b88500e86b98537ffae5268297c4ee75e29bfd6e1d4c3	uz	grammar-or-spelling
Chekka huddudlarda yangidan tashkil etilgan tadbirkorlik sub’ektlari foyda solig‘idan ozod qilinading	053ff9ca542c26826f8856eac1e65b6698fd72ccf60c8d6e759421bbcde07ea6	uz	grammar-or-spelling
Farg‘onada elektr tarmoqlari uchun polimer izolyatorlarni ishlab chiqarish yo‘lga qo‘yilmoqdang	0350dd2d29983c047e89b326481aa8b2fe31cf239f0ec8f15021e08f4602ad50	uz	grammar-or-spelling
Paxta hosili oli sh kerak.	0333b5398b6dd4a6e6a85faf8e616143108dc6450cc29aad161c727d592afc13	uz	grammar-or-spelling
Hasratim bo’lding sen, yalpizim bo’lding.	06452634c95c5c8991acee2279645d00ae5367a928247c6068788dc678c813e9	uz	difficult-pronounce
Oybek — bu og’riqni qari tol kabi	076b0553789110f0a76d2f84175c198c74b5a46424730b21574fa9578b5ee364	uz	"Ma'nosiz so'z 
"
Ulgaytirb buyimizni kurolmagan	06f4ff73bff78801c456f38edc717b2235b637d9817e450313adaf63a3de2984	uz	"Ma'nosiz gap
"
Farg‘onadagi beshta tumanda paxtadan mo‘l hosil olinding	07a695364ba25589906db7b94e49a7fce93723da6df5f778e2dd755f884f6ba7	uz	grammar-or-spelling
U kunlar haqida to’kiymiz doston.	05733727006416c20e1927d60035e5facd22ee1f71b697edffbf86637c50df39	uz	grammar-or-spelling
???	0617e3db09bd1e3553d100a91e2c364fdf6157e6324ec2a1d0154b0102acf79b	uz	different-language
Tarqatayotgan erkaklar ko‘payib ketagan.	070539dc6f5a9ac495162c072314eb4750f49f8c1a757f69c040822979d90f3b	uz	grammar-or-spelling
Besh, yigirma, ellik so’mlik ilinjida kalamushday timirskilanardim.	08a3bcd1d9bb46bddc6d52aba7c80ffe33966164724b947ddba2620be31e4dd6	uz	difficult-pronounce
Bu mamlakat podshohining yakkayu-yagona, xunukkina qizi bor ekan	03fb8ef3127df0114e059c98f5664c8e8ef628e5ce61419cd0625e4baf34d34c	uz	grammar-or-spelling
elektron hukumatning markaziy ma’lumotlar bazalaridagi axborotdan foydalaniladi.	088de56119e2b83efeec08cdb058a806c7cbc178f9f66a5af87cc7d2eefb4eff	uz	grammar-or-spelling
Bu haqida o’ylashingiz foyda bermaydi	0873e49c0ff60b2a0526caf46c61afcf9e5ab9f11bd08fd66b80ff1e4bd61dc4	uz	grammar-or-spelling
Markaziy Osiyoda xavfsizlik va hamkorlik boʻyicha doimiy faoliyat yuritadi	07b4d2bcdc760d19894b3af9f2df383e7b243a2ebc31eea38e729a0cd39049fa	uz	grammar-or-spelling
Yuragimda esa izillagan kuy	06e266f17ce276e2ec05e25ed96cf83de74ff3f4b8d4ac219a40d100d3854fff	uz	grammar-or-spelling
"Elektron raqamli imzo to'g'risidagi qonun"	0832c3d60976276862d1c38e6e79e56e8a5e63071e75f812b6c8fbdbcbe3c665	uz	grammar-or-spelling
"Agar ko'llaridan kelsa, hammasining farzandi ham tarbiyali bo'lmasmidi?!"	084b50d073f7fef83ed653ac1677f9ee69d2057b111477308b1dce0d0e4c5c23	uz	grammar-or-spelling
Oybek — bu og’riqni qari tol kabi	076b0553789110f0a76d2f84175c198c74b5a46424730b21574fa9578b5ee364	uz	grammar-or-spelling
Uning boshlarida osmon edi past	05c426203e367cf4d140e594cfdce88b0b893ec17d65267471788489c239d763	uz	grammar-or-spelling
tug‘ilgan yili va joyi, manzili, abonent raqami, kasbi to‘g‘risidagi ma’lumotlar	07ef082b3cdcde282c3dd42d4133f5766c94a978801615f6793aaea1a3ec388d	uz	grammar-or-spelling
agar hozir shu hissiyotlarimni jilovlashni uddalay olmasam haqiqiy vaziyatlarda o’zimni qanday tutaman	08bcbd7f88140415f1799737d1723c2bd8fd28b7f4a84812b617328cccd836e4	uz	grammar-or-spelling
Oliy malakali kadrlar attestatsiyasi natijalari ko‘rib chiqildi	07be74bd94d74e0a1d46eeff4707cfd9df0b2700d84e7b96eb2bbb789003e11a	uz	grammar-or-spelling
Mamlakatimiz ilm-fani og‘ir judolikka uchradi	0687a22190bcdefa80a7975a83e864d216941edec9ba91ecad753b240f9df77e	uz	grammar-or-spelling
Ikkalangni ham duoibad qilaman	087fa574b3b3d7fe2f3c5b498100cdb80d7f9b78717708ead206127ad7a96505	uz	grammar-or-spelling
E’tiqod esa yuzaki bir narsa emas	0696c576ce3fe6aafb4f63a1ee9487eac6cd677c9d4d448d2a6e3103f62355f0	uz	grammar-or-spelling
Qora qozon qaynab turibdi	08bccb89954f9fd744e4946b2467d785024590e9073772c74627993eced06050	uz	grammar-or-spelling
– jamiyatga birlashtirish ayni damda milliy g‘oya bo‘lishga arziydigan harakat ekanligini anglamoq lozim.	06b797e8b1eca1374be8b3e9eda72d5e875520d8a86e4078205563235557fa0f	uz	grammar-or-spelling
boshqa biror xorijiy davlatlarining harbiy bazalari joylashtirilmagan va joylashtirilishi mumkin ham emas!	07495fc9297e65c3f108adff3316a78bf071404817998a977c08e8f06663cf17	uz	grammar-or-spelling
Shu payt eshikda tilanchining ovozi eshitildi	08cc536b71475b54f9b5d5115a98e744a6a9e678a86a59956b80a2aceb193ca4	uz	grammar-or-spelling
Xotinim ko‘zlarini yumdi va qulog‘imga «o‘g‘limizga ajrashishimizni aytmang», deb pichirladi	05eca16458526e1a201039f7f497ff78ce89b21e1a87e4a1e78022da20e8733e	uz	grammar-or-spelling
Kunlar o‘tib, ichimda g‘alayon boshlandi	078ef8db836537f94a11450b8ea5568f008ffbc43041103b931aecbda58bda65	uz	grammar-or-spelling
Uning rangini koʻrib xotin qoʻrqib ketdi – bu qadar oqargan!	06f9a88d3332f5accf709b5606e1af796f824a19e0a5f0a98f76b04ba99dff31	uz	grammar-or-spelling
Millati, tili, dini, oʻziga xos turmush tarzi bor	06451f0b9ba713d941a933ba6c1d62679df9e01c58a3a525c2568b6f3af91080	uz	grammar-or-spelling
– odamlarning o‘y-fikrini tor doiradagi istaklar	070ff0c9cb13b57aafca29b06664ec29b553795b836d1f073a4462f510b8c876	uz	grammar-or-spelling
Maysazorda qora sigirga duch keldi	0715232944e8f0a4291f4dbdbcf76b27f36b654e5fea02eb08d9d1cc2a5805ae	uz	grammar-or-spelling
Opa, uzr, kotiba adashib sizlarga jo`natib yuboribdi, dedi keyin	0831c5edad12a5fa257c145d49b3ba6d15c3c3c8cfe73b58378531bd4a3b292d	uz	grammar-or-spelling
Shaʼn-rohimga tiralgan qurol.	072b3557cf6a610f62f9410962c48a702115234090515edf461f9e29d5ee8563	uz	grammar-or-spelling
“haqiqatdagi hayotning” xabarchilari sifatida hayotning bo‘g‘ilgan intensiyalari to‘g‘risida	07e3092d6fb8fd87c01c8f51a6145add2f047a07cf3f7eb1c83b155d9b485202	uz	grammar-or-spelling
–Mehmon kelar emish.	08496c447f7784348161193bde277b397b964db62130c034e4cc3be3241d13fb	uz	grammar-or-spelling
Davlat organlari faoliyatining ochiqligi va shaffofligi prinsipi	081333133612f74dd56f89932f952559b642c98c9795da53b8e50d4cd4cd488e	uz	grammar-or-spelling
Albatta, u tez orada qaytib keladi	05b79158c021a4debd777e4825a7a6534593c6322e1ea30492488e722f2d28cd	uz	grammar-or-spelling
bunday vaziyatlar uchun umumiy tartib-qoidalar joriy qilish qiyin.	02c7bfbe20ddac744f065070df327e5df8a18717857909057189af396dae42c1	uz	grammar-or-spelling
Va mangu yashaymiz orzular bilan	08ce5c2b28c1da593c39dbd3e89ef2398aba81fb23ab39b638ea987496ceb194	uz	grammar-or-spelling
"to'ydan oldingi marosimda rozilik belgisi qilib oqlik beriladi."	08c2a10d151e81d9f8c3480ab614954aae5102bdea620e23fba99ed3ce976195	uz	grammar-or-spelling
Ammo qurbi yetmadi. Gazetani qulochkashlab, paqirga otdi.	087b5b7fecc83db5915ff6bf3a4203d65e6fffe2968bcc4892fad2d3b645cf08	uz	grammar-or-spelling
Birin qo‘lida tig‘, birida temir	08376c2ec3cd6e31fdc8d707ec6005090802d8f792ecc6e9d352343824449591	uz	grammar-or-spelling
Ayblanuvchio´nyilga ozodlikdan mahrum etilgan	07c6c1e339e13d8d20eed9606e573786f42d64b9f6a0375d394526ddaf847308	uz	grammar-or-spelling
o‘z odatimizcha, quloqlarimiz va ko‘zlarimizni yopib olib	08ebe5a539148d6c8443c9d6325bdb281b7596f7173cf09598df598f9746cb81	uz	grammar-or-spelling
Paralimpiyachilarimiz uchun bayram dasturi tashkil etildi	07bf4e359e9b70c9e08ee992ad20acaae87450acb7e14e53b9d5c3afef324564	uz	grammar-or-spelling
Ulgaytirb buyimizni kurolmagan	06f4ff73bff78801c456f38edc717b2235b637d9817e450313adaf63a3de2984	uz	grammar-or-spelling
Kelganingdan beri ey Odam oʻgʻli arzi imkona	078c31e92d398112a859c8b4c138f523bce047ecc7947ad7c1f50b68844f4297	uz	grammar-or-spelling
"Mintaqa davlatlari"" Sen zo'rmi, Myung unserviceable ""qaʙilidagi nizo pinhona sobiq ittifoqi xabar edi"	077b0dcf0afe67fcd1b8b03753ad76eda24a40884e4d1f976da7b0a005777878	uz	grammar-or-spelling
"Prezident temir yo'llarni monopoliyasi uchun tanqid qildimi? Raqobat zarur"	084a5f5b2c29d91bff2ac4a04fd4f99a70aec06778daa6994ef7322689fb94e1	uz	grammar-or-spelling
Muhtojlarga yordam berish, xayr-ehson qilish, saxovatli boʻlishning hikmati	064a685df7d1c96cee66a237130aaf44852154e1315c95445132f7834beefc49	uz	grammar-or-spelling
Tergovda Gulzora µammasi bo`µton ekanini, pora so`ramaganimni aytsa-da, men rad etdim	080f8a117a1b347d7538e382c452562ccb0e9a3eef22f330af86487e440d60aa	uz	grammar-or-spelling
Va mening qoʻlimga alohida oʻralgan karobka uzatdilar.	06e405720e42be0b482b90edeaa5df24ba1ef977bb2bd8a213095a7ef4eac3af	uz	different-language
Ta’kidlanishicha, Tojikiston hamisha rasmiy Kobulni Afg‘onistondagi qonuniy hukumat deb bilgan	080f6eecc7ee9062af30efda036aa041caeaf5de0c10ecf6f8f96f8c13e53026	uz	grammar-or-spelling
Ukam jo`natayotgan jaraq-jaraq pullardan ozgina sarflasangiz, o`lib qolarmidingiz	08641f285c4645e6bae7b5b56ed57740fd5abe38f8a6f533c6b3ba6e7daa647b	uz	grammar-or-spelling
Yevropada kechayotgan demokratik jarayonlarning shamoli Rossiyaga ham yetib keldi	06866242eeed89604f0f6c4847633369a4d6c357bbd48e5de531cac8feb561d9	uz	grammar-or-spelling
asosiy makroiqtisodiy ko`rsatkichlarni, respublikaning	08dc013132514a21946c30043291e920089bb2ac2fb54765c316bea5d26da2a0	uz	grammar-or-spelling
Hatto ichlarida uchta silga uchraganlari ham bor edi, xuddi menga o`xshab	08d976af16eb1ba7d1a770532a3feb45fad9245603e1fd240eeeb4dbd9686073	uz	grammar-or-spelling
Oʻyin mening nazdimda ikki qadam oldinga bir qadam orqaga	08c579dec0d460975ece990a69a4e88ad1a94ed08957246b2818e906fc821c9b	uz	grammar-or-spelling
Xavotir olmanglar, otangizning ruhiy ahvoli yaxshi	0653118a6a07a14708bbd697fee5aca57b63f245c0af52f6801332632eaac821	uz	grammar-or-spelling
Ruxsat berilmaganlardan ancha arzonroq foydalanish mumkin	08f0fdf2e1f2e7e7b4578a46dfcb9324cfca9b019d520753caa1f1dc24dd5b71	uz	grammar-or-spelling
"Shuning uchun doston kechalari har bir tinglovchi uchun katta bayram bo'lgan"	08da4fd37118dcd2bb788899505c1678c6a63cc4266faf540000c3c990422c76	uz	grammar-or-spelling
"Fuqarolar o'zini o'zi boshqarish organlarining faoliyati"	08f40ec7befdb62254594930a4f48228a0419642e1625f3145efdacc626b9a9a	uz	grammar-or-spelling
kelajak uchun rejalar qiladi.	081985cf86fc49f064850e9175a086277b19ff096f23408c31db18b6afc846d7	uz	grammar-or-spelling
malhallasining guli deyish mumkin.	08f09d774290131311bfbf917a8209cd98268d549ba97e5d333a4d1ee495af03	uz	grammar-or-spelling
Oliy sudning ayrim sudyalari boshqa ishga o‘tgani munosabati bilan lavozimlaridan ozod etildi	08e6872f9070c6d28c9a079b99c8cd74fb3a1951f865b87b980bed66e882433d	uz	grammar-or-spelling
Nima qilsa — kelajaqda xalq to‘q bo‘ladi?	062190e8f8e1b71a759266af5fa0b6fea35563ae3c885bc5c8b2ddfad689cbbc	uz	grammar-or-spelling
Olloxim otamni sog qil jonini	07e3e7af58462898ade773f672ac99d26d471f740970c38b6800cf33479331ea	uz	grammar-or-spelling
tergov qilish huquqi berilgan idora tomonidan bajarilyaptimi?	08c85c89e9c5e697b7709fadff144b732077c5d1b6325e823638f7847f3b525e	uz	grammar-or-spelling
Kongodagi janglar sabab yuzlab odamlar qochqinga aylanmoqdang	08b54919c6176e117bd6e61be29e405d87e17a994cef0212f9c17535684c3846	uz	grammar-or-spelling
ho‘ngrab yig‘lagisi kelgani-kelgan…	0903c55d82bac51d81c894fd846a2c2d9db6102f96291fedd082213f11ce4c61	uz	grammar-or-spelling
Yoshi qirqlar atrofida	041491869375763e136e71293ac8a6e4a8c465470d9de6be597ecedeff4e7209	uz	grammar-or-spelling
Toshkentda Ovozsiz filmlar festivali bo‘lib o‘tadi	07e546b7193f6ef3071b772cca5177e6482079808bb7208683ca59622ba30b1a	uz	grammar-or-spelling
bu ularning beboshligidan emas	06ddcd01f1d4800ed76e1bf851f1bd769bd80346d141f2975d7c7258e4ddbc85	uz	grammar-or-spelling
Chalindi-yu, odatiga ko‘ra, bu safar ham vaqtida davolanmadi	08c7be3015178a09d60b38e5902029e5f78a6ad2561122e46f3538a1f30bce97	uz	grammar-or-spelling
Parij dunyodagi eng xushmanzara maskan	086b8fe5c74ea7aac8573a7efc2e8520c60dc34b450e84cd7a7e5f69aeaeca1d	uz	grammar-or-spelling
Farg‘onada elektr tarmoqlari uchun polimer izolyatorlarni ishlab chiqarish yo‘lga qo‘yilmoqdang	0350dd2d29983c047e89b326481aa8b2fe31cf239f0ec8f15021e08f4602ad50	uz	grammar-or-spelling
Ko`chada shu almisoqdan qolgan eski telefonda gaplashishga uyalaman	06e535da591b9433b8477338d683453d1a5064a061e22fdb009ad276ec78fac0	uz	grammar-or-spelling
deb yuborganimni bilaman, hozirgina asta chimchilangan biqinim zarb bilan musht yedi	0038de5cf5b0fbdb786cfc7233f51b00d8d99f6c7f138f4be454023335d702f0	uz	grammar-or-spelling
Otaning duosi xudoga etar	07a8f1b34271221b2c4c99f6b96464fa48d9651bd741e48e7c14489694bcef2c	uz	grammar-or-spelling
Qalbidagi abadul abad	09323172b3a526cd0ab3ab4cc11904386540604aa5b104e4e16deef7a21e3a01	uz	grammar-or-spelling
Ishq bilan Imonni idrok etdim men.	058b16c2cf7f10502a34b0f54037d653b5af6c9c435ba53600e63312b14b25fd	uz	grammar-or-spelling
Dubayda chumolilar uchun restoran ochildi. Ochilish marosimida tashrif buyuruvchilar ko‘p bo‘ldi	08d79cda7cdc13b624cda50cd887206c919220f333b2ed7e17bc83a3563d6f04	uz	grammar-or-spelling
So‘rovnomada faqat toshkentliklar ro‘yxatdan o‘tganmi yoki Toshkentda istiqomat qiluvchilar aniqlanmagan	07bbdfdae646f3093675aa6a6039f2819e8d9ad2ed863edda75d7b0016c4edd8	uz	grammar-or-spelling
Abdu bu erga qo`shni mahalladagi bechorahol qassobxonasi ko`chirib kelgandi	08499ebea1b5236876eb118b8519686e23552ad7f4c5df58d75dcbccaf7d4597	uz	grammar-or-spelling
Yiqilamiz	08bef9b95a42e428313af995289022d69df8d4f5ed30a7c034e886c70641e6e4	uz	grammar-or-spelling
– xavf haqidagi signallar to‘siqsiz tarqalishini ta’minlab turuvchi umumiy muhit.	08f4fd3d6b81e941787187275dac7410e33efaadce25cc643df8a420da1b3c1b	uz	grammar-or-spelling
Farg‘ona viloyatida ichimlik suvi ta’minoti yanada yaxshilanadi	08fe0a425ee35b136545afe97d6897b93f79c470269fd706e1a26e050178ae6a	uz	grammar-or-spelling
Farg‘onadagi beshta tumanda paxtadan mo‘l hosil olinding	07a695364ba25589906db7b94e49a7fce93723da6df5f778e2dd755f884f6ba7	uz	grammar-or-spelling
Faqat sitrus mevalardagina C vitamini mavjud deb o‘ylaganlar yanglishadi	082abaf474f1a4e62a6c6fe25d85c30ad7aef3a5d9b847bd416c9f6486fd9b20	uz	grammar-or-spelling
Adliya vazirligining jamoatchilik bilan	08a8fc23c92a5dc592a7983d519853ad93cd792ed9682d064990e28b914c6654	uz	grammar-or-spelling
Agar onaning ixtisosligi uyda ishlashiga imkon bersa	06e02ae17c33a41c19d892d7b4c1263c2f51a1c7c5408345e4917efea68dd31c	uz	grammar-or-spelling
Zamon inson ruhiga, ongiga o‘z muhrini qo‘yadi, busiz iloj yo‘q	053e27f92620c031aba3ac63e4f4d4112214b9f1ae18049352dd1b989fb518ce	uz	grammar-or-spelling
Qimmatbaho metallarni oltin izlovchilar usulida qazib olish huquqi auksionga chiqarildi	08fb96d596e6e8d3dde9cc64e7e31edd8d10a464a74644f76a7dd5d46c028ddf	uz	grammar-or-spelling
– Boshqa ko‘rimliroq hayvon yitib ketganmidi? Kelib-kelib, it bilan tanishasanmi, kallavaram?	05bbe7ab83a0dfbdd0fb14e24d482036417e78c9908936ec625ecb2930ab9968	uz	grammar-or-spelling
???	0617e3db09bd1e3553d100a91e2c364fdf6157e6324ec2a1d0154b0102acf79b	uz	"So'z emas, stiker"
unda shirinlikka ehtiyoj paydo bo‘ladi.	08eaae8d7d68401747505dbf1ddb0ebebed8e9bcebbab0494cd6251a9a5df4b2	uz	grammar-or-spelling
Amakim bu mavzuda gaplashishni istamasdi	08aa1d3b18f6f7dab388a365c1482bed2ecec3a780c79f029be6b64feb382216	uz	grammar-or-spelling
Yaxshi asarlar ongimiz va qalbimizni boyitaversin	09262be360f9986c5277073d0af0c80bee96470cd3c2da86827edb237e00c075	uz	grammar-or-spelling
Ismini ham aytaymi	080dcfa317cbfc2f5c47a056acf53e83d177d1242cc7ebb4127f14b21d7d8669	uz	grammar-or-spelling
Masalan men uchun tong kuchim eng ko’p bo’lgan vaqt	07a66a8a97dba18a5f4b7dfc76aaf9075f91b922defd89d9fbf0e2ceede07f8d	uz	grammar-or-spelling
Tokim quyosh chiqar har tong saharda	07456f6bc5ac477dde6240859fa1f5346a3bc063ff1683c7829084227d604b1d	uz	grammar-or-spelling
Balki bu oʻt “Oʻtgan kunlar”ning	066e9d39c76cb0b3df4c85c934227d6b0130bb183d58532f9ae9fedf21c801e1	uz	grammar-or-spelling
lik? Kelinglar, uyiga olib borib qo‘yinglar.	092ab8057670dadd91e7e3476382b2f7775f3f29fc23673b5d119eb8e8accfa1	uz	grammar-or-spelling
Maddohlarning kasbi hanuz vaʼda quruq	078d0deacb30bbc8e472ed6e592c16e935ce3a728438b64fa71caf973d7d0e47	uz	grammar-or-spelling
Seni oq qildim, dedi Dunyo	086529d931e5373a70d9d92fb7848f1f14c2a87a978d58d62d7c775c0b8848a9	uz	grammar-or-spelling
omil bo‘ladigan jihatlardan biri	090391602ba6b5eb0c4d0509dfbfa2281634c90c02972526c480af0cbeb38ed2	uz	grammar-or-spelling
"Ammo Odilbekning zexnini bir muddat mashg'ul qilib turdi."	08d3ad2eec779a495c6f03db4023c1e67f6a16478df90a96febc8ffe768bedb3	uz	grammar-or-spelling
ayniqsa xursandchilik kunlarida tiyiling.	081a0e3f773b173c868330751955be7d6847916b3e30a6af8e4987033fa59fb3	uz	grammar-or-spelling
Viktoriya Bekhem jilmaymaslikka harakat qiladi, chunki u tabassumidan qoniqmaydi	0965b8d5a36024b15e551f224d4435d73a5ac1e1533a0507bf77c78603de035c	uz	grammar-or-spelling
va “biz yig‘laymiz	08868eb70fb8417e951f4e29a2384707177964e7637b1f21a34ffcb525e72e3c	uz	grammar-or-spelling
Bedor kunglim qachon kuladi	08ed7173b7ef5eabf02bb3280001dbf3823a47e8ea9e8ca54d233a1554eb17b8	uz	grammar-or-spelling
Xalqaro va Repsublika festivallar laureati	0786cdd307566135c38012176f4f3298aac5d92a667bc43c6b77dcff33488e0d	uz	grammar-or-spelling
Qaynonamning afzoyi buzuq	090c7fc0900f235250ef954c78a9b14656a42a388a34cbd6bfeed1839d70a1d7	uz	grammar-or-spelling
Ilm talabida boʻladigan ayol haqida hali yozmadim	08d09b4708bea5ac642353df610dd87c2018a7f2001024b9e34b83e44492c4cb	uz	grammar-or-spelling
Amerikalik tarixchi Jozef Gersonning fikricha	080e672a6a02013c7f2421daea377b460315da0c7b0a4441a1be6455c73d6249	uz	grammar-or-spelling
ammo bola-chaqasini ovora qilib, o‘zi chet elda ishlab yurgan	094823978f1a865a3861719a36654abb50eab8f610bb7861555650f63e1dd786	uz	grammar-or-spelling
Durru gavharimiz bo’ldi sizga tan	073c504b2a81c32bab019f20d8e260e735a4f8c865efb722915cead5a7bd2b65	uz	grammar-or-spelling
To‘da ahli bilan majlisda bahslashishi taqiqlangan edi	05f989da9017edc7a462b830a789a1aa9213769bef5be6a06b14377ddb99d9f3	uz	grammar-or-spelling
Odamning xayoligina o‘ziniki bo‘lar ekan	078298a4b4c07df91ae3e324b4b7034ab5afabe13b16021b717e6b8f73dc0647	uz	grammar-or-spelling
ortiqcha muammoning nima keragi bor	091ec55017eb01fb6418ba86e35e0ea7225b00d424736b6cf234f0d84991e5f1	uz	grammar-or-spelling
mavzularni o‘quvchilarga tushuntirish asnosida	08e89acf86b3debc03b56c64556a97b6d67c758701eb82e8b3a2c308ca4c7888	uz	grammar-or-spelling
"Natijada paxtachilik majburiy mehnat bilan bog'liq bo'lib qoldi"	08ad9672c81d076c1feca7f261491d99e111b742c6f8cf4a740465fd8fac6c3a	uz	grammar-or-spelling
Osh bo‘lsin, faqat shoshilma, og‘zing kuyib qolmasin, tayinladi sotuvchi Karima kennoyi	0920455d262b4f08ebfc038cb4c67bd511ee8995f77b8dcd1c129b2aba46a36e	uz	grammar-or-spelling
Bavariya Myonxengladbaxda javobsizbeshta gol qabul qilib oldi va Germaniya Kubogini tark etdi	07497c8762c71474b1b3f9e3e271ece2f6f9705316c778c80c06d59493cbe835	uz	grammar-or-spelling
?Jangi jil ʙajramida yaqin Agroʙank Bilan ʙirgalikda quvontire?	07b7acf65cf1117dbce7c4fce1bdb8133e4f2de9dce3d46aff519f60abdf8242	uz	grammar-or-spelling
Birdan tush kabi uzuqyuluq xotiralar yopiriladi, yuragim gursillagancha o‘rnimdan turib ketaman.	06f94218b78a61184e25d62f499e081ce0b11e89b25c162d6d8979d8712db23b	uz	grammar-or-spelling
